OrgID,FisYear,Score,CScore,ControversiesScore,ResourceUseScore,EmissionsScore,InnovationScore,WorkforceScore,HumanRightsScore,CommunityScore,ProductRespScore,ManagementScore,ShareholdersScore,CSRStrategyScore,OrgName,PrimExchg,tick
27306,2019,0.664188777,0.382094388,0.1,0.671875,0.681818182,0,0.776595745,0.9,0.840425532,0.920454546,0.482347328,0.528466921,0.368258179,Mattel Inc,NSM,MAT
27306,2022,,,,,,,,,,,,,,Mattel Inc,NSM,MAT
27306,2021,0.716281076,0.683140538,0.65,0.861702128,0.69,0,0.974576271,0.9,0.974576271,0.9375,0.464295523,0.595028838,0.600266667,Mattel Inc,NSM,MAT
27306,2018,0.56179437,0.56179437,1,0.586956522,0.270833333,0,0.722222222,0.704545455,0.877777778,0.9375,0.224126456,0.624792013,0.070505288,Mattel Inc,NSM,MAT
27306,2020,0.689425254,0.689425254,1,0.8125,0.511363636,0,0.990740741,0.897435897,0.87962963,0.931372549,0.438885648,0.607497083,0.57343342,Mattel Inc,NSM,MAT
27306,2017,0.551224295,0.551224295,1,0.5,0.325,0,0.824324324,0.7,0.689189189,0.921875,0.275797052,0.594617758,0.074482759,Mattel Inc,NSM,MAT
27348,2022,,,,,,,,,,,,,,McCormick & Company Incorporated,NYS,MKC
27348,2021,0.705988184,0.705988184,1,0.958092486,0.92005814,0.856020942,0.81948052,0.583916084,0.930989583,0.644662921,0.380527328,0.230019226,0.931733333,McCormick & Company Incorporated,NYS,MKC
27348,2019,0.73369391,0.73369391,1,0.916666667,0.898809524,0.875886525,0.607876712,0.410628019,0.933219178,0.60701107,0.883110687,0.325222646,0.698054819,McCormick & Company Incorporated,NYS,MKC
27348,2020,0.726237297,0.726237297,1,0.937096774,0.871753247,0.871428571,0.701729107,0.417647059,0.929190751,0.617924528,0.755105018,0.389002334,0.70691906,McCormick & Company Incorporated,NYS,MKC
27348,2017,0.654870403,0.654870403,1,0.763803681,0.835403727,0.264367816,0.707729469,0.464285714,0.830917874,0.639473684,0.618615015,0.299108673,0.697931035,McCormick & Company Incorporated,NYS,MKC
27348,2018,0.721283726,0.721283726,1,0.920289855,0.909756098,0.873873874,0.586419753,0.437125749,0.927983539,0.628888889,0.814808652,0.22312812,0.686839013,McCormick & Company Incorporated,NYS,MKC
27356,2022,,,,,,,,,,,,,,McDonald's Corp,NYS,MCD
27356,2021,0.769973957,0.438558407,0.107142857,0.97972973,0.886266094,0.666666667,0.757092199,0.563218391,0.774822695,0.955598456,0.615078275,0.507964845,0.5536,McDonald's Corp,NYS,MCD
27356,2019,0.701800643,0.356455877,0.011111111,0.960606061,0.895480226,0.441176471,0.75,0.658273381,0.617391304,0.943127962,0.446723919,0.214535623,0.519893899,McDonald's Corp,NYS,MCD
27356,2020,0.781840259,0.395230474,0.00862069,0.982587065,0.9,0.684210526,0.772556391,0.621875,0.798872181,0.957142857,0.650087515,0.427217036,0.523825065,McDonald's Corp,NYS,MCD
27356,2017,0.709305395,0.364268082,0.019230769,0.977876106,0.756,0.239130435,0.64010989,0.698795181,0.659340659,0.887878788,0.615186836,0.29465204,0.522068966,McDonald's Corp,NYS,MCD
27356,2018,0.740195036,0.383255413,0.02631579,0.98880597,0.93,0.230769231,0.678921569,0.684684685,0.674019608,0.945945946,0.617138103,0.208485857,0.51880141,McDonald's Corp,NYS,MCD
27361,2022,,,,,,,,,,,,,,McGrath RentCorp,NSM,MGRC
27361,2020,0.665896334,0.665896334,1,0.401234568,0.501851852,0.388349515,0.820699709,0.797777778,0.634110787,0.280373832,0.907380397,0.772607935,0.57343342,McGrath RentCorp,NSM,MGRC
27361,2021,0.651370473,0.651370473,1,0.386287625,0.440809969,0.399193548,0.774484536,0.775362319,0.610824742,0.278846154,0.892474595,0.82326284,0.600266667,McGrath RentCorp,NSM,MGRC
27361,2019,0.463730077,0.463730077,1,0.260309278,0.346330275,0.380208333,0.292553192,0,0.609929078,0.269961977,0.969942748,0.754611959,0,McGrath RentCorp,NSM,MGRC
27361,2018,0.438669376,0.438669376,1,0.040625,0.288235294,0.355421687,0.287755102,0,0.604081633,0.276785714,0.971547421,0.770216306,0,McGrath RentCorp,NSM,MGRC
27361,2017,0.402701199,0.402701199,1,0.037037037,0.314285714,0.362318841,0.225581395,0,0.602325581,0,0.928522455,0.780082276,0,McGrath RentCorp,NSM,MGRC
27364,2019,0.534828104,0.321761878,0.108695652,0.672413793,0.774725275,0,0.548245614,0.198529412,0.855263158,0.460784314,0.330629771,0.983301527,0.898320071,McKesson Corporation,NYS,MCK
27364,2022,0.663033252,0.42829082,0.193548387,0.62109375,0.624031008,0,0.824840764,0.626213592,0.843949045,0.550675676,0.658519553,0.957122905,0.829209252,McKesson Corporation,NYS,MCK
27364,2021,0.65155531,0.442965155,0.234375,0.624031008,0.619230769,0,0.819620253,0.615384615,0.851265823,0.553691275,0.631282615,0.86995331,0.8248,McKesson Corporation,NYS,MCK
27364,2018,0.62085715,0.62085715,0.6875,0.90131579,0.876623377,0,0.545,0.233333333,0.905,0.516666667,0.650083195,0.750582363,0.686839013,McKesson Corporation,NYS,MCK
27364,2020,0.614077317,0.339089941,0.064102564,0.736607143,0.544247788,0,0.521582734,0.23255814,0.85971223,0.55952381,0.808488915,0.795070012,0.922976501,McKesson Corporation,NYS,MCK
27364,2017,0.633234866,0.589344706,0.545454546,0.895833333,0.669014085,0,0.722826087,0,0.89673913,0.529761905,0.756427837,0.985430237,0.697931035,McKesson Corporation,NYS,MCK
27391,2022,,,,,,,,,,,,,,Activision Blizzard Inc.,NSM,ATVI
27391,2021,0.6723853,0.478665768,0.284946237,0.876609442,0.596579477,0,0.647477361,0.719858156,0.869987063,0.350536193,0.784811865,0.897967591,0.4056,Activision Blizzard Inc.,NSM,ATVI
27391,2019,0.596361712,0.596361712,1,0.589694657,0,0,0.377227723,0.705357143,0.696039604,0.352876106,0.876749364,0.882156489,0,Activision Blizzard Inc.,NSM,ATVI
27391,2020,0.636155514,0.390577757,0.145,0.579842932,0.17625,0,0.657163743,0.742120344,0.88377193,0.350769231,0.748687281,0.884334889,0.384138381,Activision Blizzard Inc.,NSM,ATVI
27391,2017,0.440782399,0.440782399,0.869047619,0.279605263,0,0,0.325737265,0.583969466,0.694369973,0.356037152,0.51851217,0.668666438,0,Activision Blizzard Inc.,NSM,ATVI
27391,2018,0.519224107,0.519224107,1,0.458549223,0,0,0.214964371,0.630813954,0.70783848,0.357712766,0.757237937,0.658402662,0,Activision Blizzard Inc.,NSM,ATVI
27445,2021,0.880672154,0.506125551,0.131578947,0.995192308,0.985849057,0.5,0.921052632,0.898734177,0.956140351,0.916149068,0.770804724,0.832326284,0.931733333,CVS Health Corp,NYS,CVS
27445,2020,0.874223101,0.497111551,0.12,0.994252874,0.982954546,0.5,0.914383562,0.901639344,0.962328767,0.914814815,0.759189032,0.792152859,0.922976501,CVS Health Corp,NYS,CVS
27445,2019,0.813971034,0.539338458,0.264705882,0.993333333,0.884615385,0.5,0.648760331,0.90625,0.97107438,0.894495413,0.652512723,0.788963104,0.953580902,CVS Health Corp,NYS,CVS
27445,2018,0.817084155,0.512708744,0.208333333,0.991803279,0.902173913,0.5,0.799019608,0.897058824,0.838235294,0.877906977,0.670715474,0.819134775,0.951821387,CVS Health Corp,NYS,CVS
27445,2017,0.8649865,0.821382139,0.777777778,0.989361702,0.91025641,0.5,0.85326087,0.704545455,0.842391304,0.914473684,0.883270483,0.780767912,0.968965517,CVS Health Corp,NYS,CVS
27445,2022,,,,,,,,,,,,,,CVS Health Corp,NYS,CVS
27474,2022,,,,,,,,,,,,,,Mercury General Corporation,NYS,MCY
27474,2021,0.441534673,0.441534673,0.647058824,0.176744186,0.236051502,0,0.336148649,0,0.785472973,0.344202899,0.637324911,0.872837133,0,Mercury General Corporation,NYS,MCY
27474,2019,0.409997656,0.409997656,1,0,0.071428571,0,0.286008231,0,0.358024691,0.358369099,0.753975827,0.989026718,0,Mercury General Corporation,NYS,MCY
27474,2018,0.472213176,0.472213176,1,0,0.0875,0,0.341628959,0,0.380090498,0.369047619,0.938935108,0.991846922,0,Mercury General Corporation,NYS,MCY
27474,2020,0.421846244,0.421846244,0.660714286,0.169312169,0.276995305,0,0.321428571,0,0.787593985,0.349206349,0.579492415,0.825116686,0,Mercury General Corporation,NYS,MCY
27474,2017,0.463513438,0.463513438,1,0,0.102649007,0,0.387323944,0,0.384976526,0.37244898,0.879842304,0.978573877,0,Mercury General Corporation,NYS,MCY
27488,2021,0.706414205,0.706414205,1,0.860655738,0.701117318,0.5,0.81122449,0.841040462,0.632653061,0.840350877,0.634853062,0.588986542,0.600266667,Merit Medical Systems Inc.,NSM,MMSI
27488,2020,0.694724268,0.694724268,1,0.765625,0.706081081,0.5,0.819298246,0.846153846,0.649122807,0.755474453,0.742269545,0.494019837,0.235966057,Merit Medical Systems Inc.,NSM,MMSI
27488,2019,0.675738852,0.570628047,0.465517241,0.512295082,0.415966387,0.5,0.682978723,0.766666667,0.934042553,0.753393665,0.739980916,0.489026718,0.222811671,Merit Medical Systems Inc.,NSM,MMSI
27488,2018,0.572834164,0.572834164,1,0.396907217,0,0,0.589805825,0.787878788,0.682038835,0.515544042,0.893344426,0.511314476,0,Merit Medical Systems Inc.,NSM,MMSI
27488,2022,,,,,,,,,,,,,,Merit Medical Systems Inc.,NSM,MMSI
27488,2017,0.457747223,0.457747223,1,0.2625,0,0,0.603932584,0.506666667,0.668539326,0.553254438,0.599074392,0.378299623,0,Merit Medical Systems Inc.,NSM,MMSI
27529,2022,0.24261442,0.24261442,1,0,0,0.158426966,0.142491468,0,0.561433447,0.357272727,0.329189944,0.928212291,0.07584723,Mesa Laboratories Inc.,NSM,MLAB
27529,2020,0.226056858,0.226056858,1,0,0,0.166666667,0.165730337,0,0.59082397,0.368209256,0.236726955,0.831242707,0.062989556,Mesa Laboratories Inc.,NSM,MLAB
27529,2019,0.338354715,0.338354715,1,0,0,0.167159763,0.057511737,0,0.578638498,0.505141388,0.83730916,0.792779898,0,Mesa Laboratories Inc.,NSM,MLAB
27529,2021,0.245810131,0.245810131,1,0,0,0.158071749,0.138078902,0,0.561749571,0.354545455,0.328618511,0.996841527,0.076,Mesa Laboratories Inc.,NSM,MLAB
27529,2018,0.228841937,0.228841937,1,0,0,0.166058394,0.058108108,0,0.606756757,0.511594203,0.224792013,0.857737105,0,Mesa Laboratories Inc.,NSM,MLAB
27529,2017,0.204869626,0.204869626,1,0,0,0.120535714,0.153481013,0,0.623417722,0.564236111,0.072848817,0.850702777,0,Mesa Laboratories Inc.,NSM,MLAB
27588,2021,0.259005851,0.259005851,1,0,0,0,0.3375,0,0.475,0.441558442,0.123180445,0.732353749,0,Siebert Financial Corp.,NAS,SIEB
27588,2022,,,,,,,,,,,,,,Siebert Financial Corp.,NAS,SIEB
27588,2019,0.245949671,0.245949671,1,0,0,0,0.332752613,0,0.477351916,0.456967213,0.008428753,0.963581425,0,Siebert Financial Corp.,NAS,SIEB
27588,2018,0.106041056,0.106041056,1,0,0,0,0.094537815,0,0.037815126,0,0.009484193,0.916306156,0,Siebert Financial Corp.,NAS,SIEB
27588,2017,0.076225919,0.076225919,1,0,0,0,0.127906977,0,0.046511628,0,0.03033939,0.468117929,0,Siebert Financial Corp.,NAS,SIEB
27588,2020,0.237704845,0.237704845,1,0,0,0,0.356481482,0,0.50154321,0.446494465,0.051779463,0.668028005,0,Siebert Financial Corp.,NAS,SIEB
27602,2021,0.924906663,0.580732901,0.23655914,0.998927039,0.956740443,0.525641026,0.989003881,0.959810875,0.960543338,0.981233244,0.981735787,0.79167811,0.869066667,Microsoft Corporation,NSM,MSFT
27602,2020,0.935220826,0.487610413,0.04,0.996073298,0.94625,0.530769231,0.991959064,0.971346705,0.964181287,0.982307692,0.996353559,0.768523921,0.97421671,Microsoft Corporation,NSM,MSFT
27602,2019,0.930272714,0.547167607,0.1640625,0.994274809,0.933712121,0.542553192,0.989108911,0.979910714,0.967326733,0.985619469,0.991253181,0.767016539,0.898320071,Microsoft Corporation,NSM,MSFT
27602,2022,,,,,,,,,,,,,,Microsoft Corporation,NSM,MSFT
27602,2018,0.932950825,0.498293594,0.063636364,0.992227979,0.942622951,0.53125,0.986935867,0.979651163,0.967933492,0.984042553,0.990848586,0.807154742,0.8960047,Microsoft Corporation,NSM,MSFT
27602,2017,0.907909517,0.495621425,0.083333333,0.990131579,0.934027778,0.545454546,0.987935657,0.86259542,0.86461126,0.931888545,0.996057593,0.819163524,0.907586207,Microsoft Corporation,NSM,MSFT
27618,2021,0.717597022,0.717597022,1,0.882198953,0.771052632,0.328125,0.893867925,0.943181818,0.884433962,0.334158416,0.66890964,0.735100247,0.717866667,Micron Technology Inc.,NSM,MU
27618,2020,0.727158792,0.727158792,1,0.880813954,0.786144578,0.341666667,0.900510204,0.955974843,0.910714286,0.330601093,0.700845974,0.674299883,0.70691906,Micron Technology Inc.,NSM,MU
27618,2022,,,,,,,,,,,,,,Micron Technology Inc.,NSM,MU
27618,2019,0.719825334,0.667604975,0.615384615,0.870629371,0.741134752,0.357798165,0.956647399,0.966911765,0.869942197,0.357594937,0.671914758,0.58158397,0.698054819,Micron Technology Inc.,NSM,MU
27618,2018,0.673777525,0.56903162,0.464285714,0.855371901,0.62173913,0.346153846,0.961267606,0.978448276,0.848591549,0.375912409,0.486023295,0.557903494,0.686839013,Micron Technology Inc.,NSM,MU
27618,2017,0.561175775,0.561175775,1,0.857798165,0.439393939,0.35,0.787313433,0.555555556,0.805970149,0.388,0.419094961,0.579876586,0.697931035,Micron Technology Inc.,NSM,MU
27641,2021,0.611515129,0.611515129,1,0.804347826,0.311594203,0.3125,0.591463415,0.931034483,0.676829268,0.171232877,0.873249107,0.967453996,0.600266667,Middleby Corp,NSM,MIDD
27641,2020,0.588611431,0.588611431,1,0.51754386,0.216981132,0.295454546,0.479166667,0.93877551,0.673611111,0.1875,0.986726955,0.995770128,0.57343342,Middleby Corp,NSM,MIDD
27641,2019,0.484725799,0.484725799,1,0.705128205,0.486842105,0.272727273,0.578431373,0.763888889,0.696078431,0.222222222,0.204993639,0.999204835,0.564986737,Middleby Corp,NSM,MIDD
27641,2018,0.394650657,0.394650657,1,0.316666667,0.293103448,0.232142857,0.440476191,0,0.666666667,0.27027027,0.684026622,0.96156406,0.262044653,Middleby Corp,NSM,MIDD
27641,2022,,,,,,,,,,,,,,Middleby Corp,NSM,MIDD
27641,2017,0.289081162,0.289081162,0.5,0,0,0,0.423076923,0,0.474358974,0,0.918237916,0.956976346,0,Middleby Corp,NSM,MIDD
27642,2021,0.453617313,0.453617313,1,0.328125,0.5,0,0.414285714,0.519230769,0.642857143,0.14516129,0.880664653,0.495880253,0.2528,Middlesex Water Company,NSM,MSEX
27642,2022,,,,,,,,,,,,,,Middlesex Water Company,NSM,MSEX
27642,2019,0.234334077,0.234334077,1,0.066666667,0.125,0,0.109375,0,0.328125,0,0.83158397,0.399650127,0,Middlesex Water Company,NSM,MSEX
27642,2020,0.452152681,0.452152681,1,0.306451613,0.583333333,0,0.367647059,0.434782609,0.661764706,0.15,0.896003501,0.412047841,0.235966057,Middlesex Water Company,NSM,MSEX
27642,2017,0.166237426,0.166237426,1,0,0,0,0.055555556,0,0.296296296,0,0.639869729,0.476002743,0,Middlesex Water Company,NSM,MSEX
27642,2018,0.184164386,0.184164386,1,0.065217391,0.083333333,0,0.160714286,0,0.232142857,0,0.577537438,0.423460899,0,Middlesex Water Company,NSM,MSEX
27707,2022,,,,,,,,,,,,,,ALLETE Inc,NYS,ALE
27707,2021,0.546320307,0.546320307,1,0.076470588,0.470479705,0.737885463,0.358657244,0.612107623,0.63074205,0.653225807,0.863911014,0.753776435,0.486666667,ALLETE Inc,NYS,ALE
27707,2020,0.493037804,0.493037804,1,0.080645161,0.402222222,0.708333333,0.255364807,0.58423913,0.581545064,0.618811881,0.766190198,0.727392065,0.451370757,ALLETE Inc,NYS,ALE
27707,2019,0.44354439,0.44354439,1,0,0.368556701,0.688202247,0.116336634,0.61409396,0.566831683,0.15625,0.857347328,0.628975827,0.42882405,ALLETE Inc,NYS,ALE
27707,2018,0.393368452,0.393368452,1,0,0.398305085,0.636645963,0.10483871,0.615702479,0.489247312,0.156441718,0.672379368,0.718302829,0,ALLETE Inc,NYS,ALE
27707,2017,0.358802395,0.358802395,1,0,0.162420382,0.677083333,0.201754386,0,0.66374269,0.191489362,0.751628385,0.661467261,0,ALLETE Inc,NYS,ALE
27741,2021,0.418426233,0.418426233,1,0.146995708,0,0,0.210866753,0.539007092,0.491591203,0.350536193,0.688684427,0.336308706,0.076,Mitek Systems Inc.,NAS,MITK
27741,2020,0.400224798,0.400224798,1,0,0,0,0.281432749,0,0.502192983,0.350769231,0.633168028,0.737310385,0,Mitek Systems Inc.,NAS,MITK
27741,2022,,,,,,,,,,,,,,Mitek Systems Inc.,NAS,MITK
27741,2019,0.243620219,0.243620219,1,0,0,0,0.165346535,0,0.456435644,0.352876106,0.192589059,0.674459288,0,Mitek Systems Inc.,NAS,MITK
27741,2018,0.224375526,0.224375526,1,0,0,0,0.419239905,0,0.425178147,0,0.209484193,0.703161398,0,Mitek Systems Inc.,NAS,MITK
27741,2017,,,,,,,,,,,,,,Mitek Systems Inc.,NAS,MITK
27759,2021,0.534225071,0.534225071,1,0.862318841,0.644927536,0.3125,0.37195122,0.5,0.829268293,0.561643836,0.45385883,0.49162318,0.717866667,Mohawk Industries Inc.,NYS,MHK
27759,2020,0.532095747,0.532095747,1,0.868421053,0.632075472,0.295454546,0.451388889,0.448979592,0.833333333,0.5859375,0.472432906,0.396732789,0.70691906,Mohawk Industries Inc.,NYS,MHK
27759,2019,0.571750948,0.571750948,1,0.858974359,0.618421053,0.272727273,0.519607843,0.513888889,0.87254902,0.6,0.539281171,0.693225191,0.698054819,Mohawk Industries Inc.,NYS,MHK
27759,2018,0.568761084,0.568761084,1,0.716666667,0.637931035,0.232142857,0.488095238,0.534482759,0.666666667,0.581081081,0.767221298,0.682362729,0.51880141,Mohawk Industries Inc.,NYS,MHK
27759,2017,0.633726217,0.633726217,1,0.86,0.568181818,0.214285714,0.756410256,0.8125,0.717948718,0.609375,0.6851217,0.927836819,0.522068966,Mohawk Industries Inc.,NYS,MHK
27759,2022,,,,,,,,,,,,,,Mohawk Industries Inc.,NYS,MHK
27798,2022,0.526908631,0.526908631,1,0.345410628,0.505025126,0.069105691,0.543824701,0.305128205,0.651394422,0.515086207,0.581703911,0.762988827,0.631522324,Monro Inc,NSM,MNRO
27798,2018,0.289638455,0.289638455,1,0,0.159663866,0,0.16576087,0,0.445652174,0,0.542262895,0.850415973,0,Monro Inc,NSM,MNRO
27798,2020,0.517283205,0.517283205,1,0,0.267441861,0,0.27173913,0,0.836956522,0.516509434,0.882876313,0.982351225,0,Monro Inc,NSM,MNRO
27798,2019,0.341963875,0.341963875,1,0,0.13986014,0,0.1,0,0.451219512,0,0.790235369,0.805184478,0,Monro Inc,NSM,MNRO
27798,2021,0.547832611,0.547832611,1,0.23902439,0.391959799,0.066666667,0.303571429,0,0.815476191,0.527777778,0.754875034,0.994918978,0.630933333,Monro Inc,NSM,MNRO
27798,2017,0.289463245,0.289463245,1,0,0,0,0.1875,0,0.494047619,0,0.536338704,0.917895098,0,Monro Inc,NSM,MNRO
27885,2022,,,,,,,,,,,,,,Mueller Industries Inc.,NYS,MLI
27885,2020,0.426519523,0.426519523,1,0.179265659,0.320484582,0,0.18258427,0.6678487,0.59082397,0.368209256,0.763273046,0.76298133,0.486292428,Mueller Industries Inc.,NYS,MLI
27885,2019,0.293070609,0.293070609,1,0,0.325352113,0,0.050469484,0,0.578638498,0.080976864,0.945451654,0.251749364,0.144120248,Mueller Industries Inc.,NYS,MLI
27885,2018,0.232749493,0.232749493,0.270833333,0,0.278546713,0,0.177027027,0,0.606756757,0.088405797,0.566222962,0.271048253,0.187426557,Mueller Industries Inc.,NYS,MLI
27885,2017,0.22103851,0.22103851,1,0,0.269874477,0,0.033227848,0,0.359177215,0.09375,0.687178608,0.271683236,0.186896552,Mueller Industries Inc.,NYS,MLI
27885,2021,0.33250261,0.33250261,1,0.184824903,0.333011583,0,0.29245283,0.646995708,0.561749571,0.354545455,0.290442186,0.610683878,0.5112,Mueller Industries Inc.,NYS,MLI
27922,2021,0.467825887,0.467825887,1,0.401185771,0.740143369,0,0.749169435,0,0.393687708,0.293680297,0.741417193,0.984207635,0.9584,Murphy Oil Corporation,NYS,MUR
27922,2022,,,,,,,,,,,,,,Murphy Oil Corporation,NYS,MUR
27922,2020,0.475000637,0.475000637,1,0.311983471,0.790566038,0,0.667247387,0,0.398954704,0.296875,0.88987748,0.981476079,0.949412533,Murphy Oil Corporation,NYS,MUR
27922,2019,0.461664867,0.461664867,1,0.314220184,0.712809917,0,0.657303371,0,0.41011236,0.297356828,0.909192112,0.982824428,0.698054819,Murphy Oil Corporation,NYS,MUR
27922,2017,0.40759684,0.40759684,1,0.252717391,0.430232558,0,0.714566929,0,0.501968504,0,0.970346246,0.97480288,0.074482759,Murphy Oil Corporation,NYS,MUR
27922,2018,0.407645934,0.407645934,0.544444444,0.243718593,0.415909091,0,0.604330709,0,0.462598425,0.297101449,0.881031614,0.970549085,0.548766158,Murphy Oil Corporation,NYS,MUR
27948,2022,,,,,,,,,,,,,,Myers Industries Inc.,NYS,MYE
27948,2021,0.360527535,0.360527535,1,0.089552239,0.066176471,0.408333333,0.284722222,0.483870968,0.326388889,0.098591549,0.942186213,0.36912936,0.076,Myers Industries Inc.,NYS,MYE
27948,2020,0.342912267,0.342912267,1,0.083333333,0.035714286,0.401960784,0.262711864,0.44,0.372881356,0.353448276,0.800612602,0.308488915,0.062989556,Myers Industries Inc.,NYS,MYE
27948,2019,0.277567871,0.277567871,1,0.040816327,0,0.380434783,0.144230769,0.159574468,0.288461539,0.32,0.794688295,0.574268448,0.056145004,Myers Industries Inc.,NYS,MYE
27948,2017,0.118074163,0.118074163,1,0,0,0,0.011904762,0,0.333333333,0.1375,0.363901268,0.44103531,0.074482759,Myers Industries Inc.,NYS,MYE
27948,2018,0.182675887,0.182675887,1,0.032608696,0,0,0.053191489,0,0.329787234,0.325581395,0.58985025,0.592512479,0.070505288,Myers Industries Inc.,NYS,MYE
27966,2021,0.578930127,0.578930127,1,0.43776824,0.485915493,0.525641026,0.679818888,0.640661939,0.869987063,0.817024129,0.386020324,0.581708322,0.4056,NCR Corporation,NYS,NCR
27966,2020,0.647684787,0.647684787,1,0.451570681,0.30875,0.530769231,0.71125731,0.664756447,0.88377193,0.816153846,0.618582264,0.765023337,0.062989556,NCR Corporation,NYS,NCR
27966,2022,,,,,,,,,,,,,,NCR Corporation,NYS,NCR
27966,2019,0.52929955,0.52929955,1,0.246183206,0.200757576,0.542553192,0.595049505,0.319196429,0.903960396,0.825221239,0.451494911,0.488390585,0,NCR Corporation,NYS,NCR
27966,2018,0.372614552,0.363580004,0.354545455,0.39119171,0.336065574,0.53125,0.573634204,0,0.70783848,0.825797872,0.070382696,0.510648919,0,NCR Corporation,NYS,NCR
27966,2017,0.424120756,0.424120756,1,0.358552632,0.333333333,0.545454546,0.6769437,0,0.694369973,0.815789474,0.206890641,0.577134042,0,NCR Corporation,NYS,NCR
27974,2022,,,,,,,,,,,,,,NVR Inc.,NYS,NVR
27974,2021,0.326390316,0.326390316,1,0.144444444,0.173913044,0,0.419871795,0,0.506410256,0.179310345,0.982559736,0.538725625,0,NVR Inc.,NYS,NVR
27974,2020,0.347589582,0.347589582,1,0.163865546,0.244186047,0,0.420138889,0,0.496527778,0.176923077,0.96163944,0.873833139,0,NVR Inc.,NYS,NVR
27974,2018,0.279628332,0.279628332,1,0,0,0,0.412037037,0,0.444444444,0.186868687,0.825790349,0.845923461,0,NVR Inc.,NYS,NVR
27974,2019,0.254313932,0.254313932,1,0,0,0,0.289915966,0,0.43697479,0.174311927,0.755248092,0.848918575,0,NVR Inc.,NYS,NVR
27974,2017,0.298908938,0.298908938,1,0,0,0,0.352631579,0,0.389473684,0.204819277,0.986801508,0.852588276,0,NVR Inc.,NYS,NVR
27990,2022,,,,,,,,,,,,,,NL Industries Inc,NYS,NL
27990,2021,0.205131902,0.205131902,1,0,0.274131274,0.158071749,0.162092624,0,0.310463122,0.354545455,0.250343312,0.519225488,0.076,NL Industries Inc,NYS,NL
27990,2020,0.231493128,0.231493128,1,0,0.275330397,0.166666667,0.128277154,0,0.31741573,0.368209256,0.288068845,0.848162194,0.062989556,NL Industries Inc,NYS,NL
27990,2019,0.233516225,0.233516225,0.432432432,0,0.288732394,0.167159763,0.177230047,0,0.274647887,0.363753213,0.32076972,0.770515267,0.056145004,NL Industries Inc,NYS,NL
27990,2018,0.254812932,0.254812932,1,0,0.321799308,0.166058394,0.252702703,0,0.251351351,0.372463768,0.391514143,0.777537438,0.070505288,NL Industries Inc,NYS,NL
27990,2017,0.189392191,0.189392191,1,0,0.370292887,0.120535714,0.068037975,0,0.235759494,0.427083333,0.112615701,0.814706891,0.074482759,NL Industries Inc,NYS,NL
28012,2022,,,,,,,,,,,,,,NACCO Industries Inc.,NYS,NC
28012,2021,0.17846299,0.17846299,1,0,0,0,0.06097561,0,0.548780488,0.242857143,0.520598737,0.102307059,0,NACCO Industries Inc.,NYS,NC
28012,2020,0.184591863,0.184591863,1,0,0,0,0.065789474,0,0.578947368,0.25862069,0.534568261,0.093203034,0,NACCO Industries Inc.,NYS,NC
28012,2019,0.173005255,0.173005255,1,0,0,0,0.102941177,0,0.426470588,0.230769231,0.523377863,0.144879135,0,NACCO Industries Inc.,NYS,NC
28012,2018,0.193200218,0.193200218,1,0,0,0,0.102941177,0,0.46969697,0.270833333,0.596505824,0.147254576,0,NACCO Industries Inc.,NYS,NC
28012,2017,0.148799679,0.148799679,1,0,0,0,0.106060606,0,0.484375,0.380952381,0.351217004,0.169866301,0,NACCO Industries Inc.,NYS,NC
28024,2022,,,,,,,,,,,,,,Napco Security Technologies Inc,NSM,NSSC
28024,2021,0.089756429,0.089756429,1,0,0,0,0.024038462,0,0.028846154,0,0.128398792,0.650782752,0,Napco Security Technologies Inc,NSM,NSSC
28024,2020,0.09562182,0.09562182,1,0,0,0,0.033980583,0,0.038834952,0,0.092327888,0.821032672,0,Napco Security Technologies Inc,NSM,NSSC
28024,2019,0.065863421,0.065863421,1,0,0,0,0.016853933,0,0.033707865,0,0.043097964,0.627703562,0,Napco Security Technologies Inc,NSM,NSSC
28024,2018,0.072444942,0.072444942,1,0,0,0,0.05,0,0.042857143,0,0.042762063,0.670049917,0,Napco Security Technologies Inc,NSM,NSSC
28054,2022,,,,,,,,,,,,,,National Fuel Gas Co.,NYS,NFG
28054,2021,0.535948478,0.535948478,1,0.303921569,0.764150943,0,0.728070175,0.875,0.5,0.881818182,0.430788245,0.337132656,0.916266667,National Fuel Gas Co.,NYS,NFG
28054,2020,0.524501413,0.524501413,1,0.302083333,0.75,0,0.688679245,0.872093023,0.462264151,0.875,0.455513419,0.25802217,0.903394256,National Fuel Gas Co.,NYS,NFG
28054,2019,0.458532097,0.458532097,1,0.280487805,0.755813954,0,0.388888889,0.694444444,0.422222222,0.829545455,0.518288804,0.099713741,0.782051282,National Fuel Gas Co.,NYS,NFG
28054,2018,0.399513495,0.399513495,1,0.346153846,0.726190476,0,0.369047619,0,0.440476191,0.625,0.586189684,0.323294509,0.490011751,National Fuel Gas Co.,NYS,NFG
28054,2017,0.281531862,0.281531862,1,0,0.136363636,0,0.263888889,0,0.513888889,0.633333333,0.616558108,0.264484059,0.495172414,National Fuel Gas Co.,NYS,NFG
28061,2022,,,,,,,,,,,,,,Laboratory Corp. of America Holdings,NYS,LH
