institutionid,sectorperiodid,periodenddate,tcprimarysectorid,primarysectorname,tcsectorid,tcsectorname,di_324389_text,companyid,ticker,status,companytype,country,yearfounded,simpleindustry
4100653,7D5355BF-9BC1-4CDC-9C94-E840D1F93A08,20220101,33291A,Valve and fittings other than plumbing,334513,Industrial process variable instruments manufacturing,Apr 12 2022  6:55AM,354502,HLIO,Operating,Public Company,United States,1970,Machinery
4100653,B329F7E6-1CC9-47D6-8C08-1B46F760BD6C,20210102,33291A,Valve and fittings other than plumbing,334513,Industrial process variable instruments manufacturing,Aug 30 2021 12:06PM,354502,HLIO,Operating,Public Company,United States,1970,Machinery
4101650,3D9034E7-39EC-4E39-A4F6-34C6010EA627,20211231,3259A0,All other chemical product and preparation manufacturing,3259A0,All other chemical product and preparation manufacturing,Apr 12 2022  7:14AM,5013582,ADES,Operating,Public Company,United States,1996,Chemicals
4101650,13991476-B2D6-48DE-A63E-781C607725AE,20211231,3259A0,All other chemical product and preparation manufacturing,334512,Automatic environmental control manufacturing,Apr 12 2022  7:14AM,5013582,ADES,Operating,Public Company,United States,1996,Chemicals
4101650,87DC4B79-571A-4108-A8AB-B9C4E10D4952,20211231,3259A0,All other chemical product and preparation manufacturing,533000,Lessors of nonfinancial intangible assets,Apr 12 2022  7:14AM,5013582,ADES,Operating,Public Company,United States,1996,Chemicals
4102320,3B42DC32-F96B-4266-9975-A11902123FFD,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 23 2022  5:23AM,3027375,WSBF,Operating,Public Company,United States,1921,Thrifts and Mortgage Finance
4102320,1FFEC428-4A95-4A00-A9E3-764E1877A450,20211231,522A00,Nondepository credit intermediation and related activities,52A000,Monetary authorities and depository credit intermediation,Mar 23 2022  5:23AM,3027375,WSBF,Operating,Public Company,United States,1921,Thrifts and Mortgage Finance
4103329,E695ED6A-6714-4FBE-B82B-BA09CE66571B,20211231,623000,Nursing and residential care facilities,623000,Nursing and residential care facilities,Jun 10 2022  4:49AM,370279,SNDA,Operating,Public Company,United States,1990,Health Care Providers and Services
4103394,E99BA031-D01C-47FF-94A1-99716E3ED2C6,20211231,621600,Home health care services,621600,Home health care services,Mar 17 2022 12:21PM,347535,AMED,Operating,Public Company,United States,1982,Health Care Providers and Services
4103938,1F20B485-9B4E-4BAF-A690-924B8B5E4ABC,20211231,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,Mar 10 2022 12:08PM,280910,IDCC,Operating,Public Company,United States,1972,Software
4104069,4474C404-D2CD-4AED-8DE2-331C24665167,20211231,515100,Radio and television broadcasting,334220,Broadcast and wireless communications equipment,Jun 28 2022 11:28AM,94238,SIRI,Operating Subsidiary,Public Company,United States,2013,Media
4104069,6A99F3CD-F0BC-4B9F-A3C9-CD49DB2DF0BC,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Jun 28 2022 11:28AM,94238,SIRI,Operating Subsidiary,Public Company,United States,2013,Media
4104670,E7BBFA69-C9BC-495E-9F01-07DA95324F1C,20210930,511200,Software publishers,511200,Software publishers,Jul 19 2022  8:29AM,288586,MITK,Operating,Public Company,United States,1986,Software
4104752,AA9D9BEC-977A-436F-881D-0571716A59E1,20211231,423900,Miscellaneous Durable Goods Wholesalers,423900,Miscellaneous Durable Goods Wholesalers,Jul  6 2022  7:12AM,34117,POOL,Operating,Public Company,United States,1993,Distributors
4104856,D588FE42-B264-4B4D-AA57-1412793A20E6,20210103,334413,Semiconductor and related device manufacturing,230103,Other nonresidential structures,Dec 31 2021  5:30AM,11420997,SPWR,Operating Subsidiary,Public Company,United States,1985,Electrical Equipment
4104856,04E427A1-57B8-44B0-9C4D-336794C1181A,20210103,334413,Semiconductor and related device manufacturing,532400,Commercial and industrial machinery and equipment rental and leasing,Dec 31 2021  5:30AM,11420997,SPWR,Operating Subsidiary,Public Company,United States,1985,Electrical Equipment
4104856,CC9C8469-28CE-4F2A-8B79-10A734C2D784,20210103,334413,Semiconductor and related device manufacturing,334413,Semiconductor and related device manufacturing,Dec 31 2021  5:30AM,11420997,SPWR,Operating Subsidiary,Public Company,United States,1985,Electrical Equipment
4106589,801132B0-3AC3-4E99-82D1-7B18C6298E10,20211231,325414,Biological product (except diagnostic) manufacturing,325414,Biological product (except diagnostic) manufacturing,Jul 20 2022 11:27AM,30300,IONS,Operating,Public Company,United States,1989,Biotechnology
4106589,DF30656F-46DB-41B5-A40E-9284569DA7C7,20211231,325414,Biological product (except diagnostic) manufacturing,533000,Lessors of nonfinancial intangible assets,Jul 20 2022 11:27AM,30300,IONS,Operating,Public Company,United States,1989,Biotechnology
4106597,3C09C106-BB51-4DDE-909C-4397433E1CB7,20211231,511200,Software publishers,511200,Software publishers,Mar 10 2022 12:08PM,866952,LIN,Operating,Public Company,France,1998,Software
4107935,EA5A7E05-F2F3-48C1-9A4F-B2C5915A6A99,20210130,445000A,"Food, Beverage, Health, and Personal Care Stores",445000A,"Food, Beverage, Health, and Personal Care Stores",Aug  3 2022  2:41PM,35929,ULTA,Operating,Public Company,United States,1990,Specialty Retail
4107935,42414A14-B469-4E54-AF9B-F4AD4637A0ED,20210130,445000A,"Food, Beverage, Health, and Personal Care Stores",812100,Personal care services,Aug  3 2022  2:41PM,35929,ULTA,Operating,Public Company,United States,1990,Specialty Retail
4107956,FF78496F-A9D9-43C3-8614-3C0E1A6F7C64,20211031,333112,Lawn and garden equipment manufacturing,423900,Miscellaneous Durable Goods Wholesalers,Jun 29 2022  6:33AM,190268,TTC,Operating,Public Company,United States,1914,Machinery
4107956,A9931789-CF65-47E4-9FD5-43E59B3A78D4,20211031,333112,Lawn and garden equipment manufacturing,333112,Lawn and garden equipment manufacturing,Jun 29 2022  6:33AM,190268,TTC,Operating,Public Company,United States,1914,Machinery
4108134,5709D555-0AA4-4BB3-9FA2-2AF4D6BD3FDF,20211231,7211A0,"Hotels and motels, including casino hotels",7211A0,"Hotels and motels, including casino hotels",Mar 31 2022 11:18AM,335919,PENN,Operating,Public Company,United States,1972,"Hotels, Restaurants and Leisure"
4109059,8FAC8FA4-C98F-4FE0-BA1F-BE5DB797D8EA,20211231,524100,Insurance carriers,523000,"Securities, commodity contracts, investments, and related activities",Mar 31 2022 12:49PM,873774,ELF,Operating,Public Company,Canada,1968,Insurance
4109059,9E1355AC-62A7-4484-B85D-117A50263D4F,20211231,524100,Insurance carriers,524100,Insurance carriers,Mar 31 2022 12:49PM,873774,ELF,Operating,Public Company,Canada,1968,Insurance
4112883,BD2B2581-9B22-4C2E-83D6-986A8525465B,20211231,541700,Scientific research and development services,533000,Lessors of nonfinancial intangible assets,Jun 28 2022 11:50AM,32073,NBIX,Operating,Public Company,United States,1992,Biotechnology
4112883,9544B2C4-E9F8-4B14-BDB6-92CE80A2DE07,20211231,541700,Scientific research and development services,541700,Scientific research and development services,Jun 28 2022 11:50AM,32073,NBIX,Operating,Public Company,United States,1992,Biotechnology
4114659,C5BF0423-B661-4874-B933-B0A335AB9129,20211231,541512,Computer systems design services,541512,Computer systems design services,Mar 10 2022 12:08PM,332700,CDW,Operating,Public Company,United States,1984,"Electronic Equipment, Instruments and Components"
4120073,1A700634-0B6D-4777-8A9B-2581AD6963D1,20211231,541512,Computer systems design services,541512,Computer systems design services,Jun 29 2022  2:09PM,385488,OSPN,Operating,Public Company,United States,1991,Software
4120081,0D2F76B9-494B-4EAE-BBDD-D78C57D9E22B,20210731,517000,Telecommunications,517000,Telecommunications,Jul 29 2022  6:24AM,29731,IDT,Operating,Public Company,United States,1978,Diversified Telecommunication Services
4120081,DD97D060-C8D6-480C-940F-3B3D745481BD,20210731,517000,Telecommunications,522A00,Nondepository credit intermediation and related activities,Jul 29 2022  6:24AM,29731,IDT,Operating,Public Company,United States,1978,Diversified Telecommunication Services
4120398,027E4863-7B3F-4841-AB35-D1CC35A7D5FC,20211231,230103,Other nonresidential structures,230103,Other nonresidential structures,Jul 11 2022  1:54PM,290202,MYRG,Operating,Public Company,United States,1891,Construction and Engineering
4120445,3EE89289-12AC-4036-B063-6C51F597EF57,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Aug 16 2022  7:12AM,25794505,FOCS,Operating,Public Company,United States,2006,Capital Markets
4120550,CEABA059-A751-4C2F-B000-7980BC240FBD,20211231,334511,"Search, detection, and navigation instruments manufacturing",334220,Broadcast and wireless communications equipment,Jul 21 2022  6:41AM,31007,MAXR,Operating,Public Company,United States,1957,Aerospace and Defense
4120550,18C6B5F6-79AC-4F2F-8D86-926521D7569B,20211231,334511,"Search, detection, and navigation instruments manufacturing",334511,"Search, detection, and navigation instruments manufacturing",Jul 21 2022  6:41AM,31007,MAXR,Operating,Public Company,United States,1957,Aerospace and Defense
4121419,2D852348-491B-4256-980A-4B9366479B42,20211231,517000,Telecommunications,517000,Telecommunications,Mar 10 2022 12:08PM,2168124,CNSL,Operating,Public Company,United States,1894,Diversified Telecommunication Services
4121438,41A69BB3-F1AB-4436-89B5-2ECC3E02C100,20211231,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Aug  1 2022  5:24AM,97928,CCOI,Operating,Public Company,United States,1999,Diversified Telecommunication Services
4121481,A37B50DF-9B3D-45B0-867E-FA7C4B87DD30,20211231,515200,Cable and other subscription programming,515200,Cable and other subscription programming,Aug 23 2022 12:02PM,19609,CHTR,Operating,Public Company,United States,1993,Media
4121654,4E470F68-220C-4068-B926-1C2FFE43E15B,20211231,541800,Advertising and related services,515100,Radio and television broadcasting,Mar 14 2022  2:14PM,20119,SSP,Operating,Public Company,United States,1878,Media
4121654,FF16C852-2BD6-4989-BC7D-BF2C777E081E,20211231,541800,Advertising and related services,541800,Advertising and related services,Mar 14 2022  2:14PM,20119,SSP,Operating,Public Company,United States,1878,Media
4121662,573D682C-2934-4F9A-9657-EDAB2FB95F88,20211231,541800,Advertising and related services,541800,Advertising and related services,Mar 10 2022 12:08PM,23499518,CCO,Operating,Public Company,United States,1901,Media
4121672,B2AB7252-54F4-4ED6-9886-CD98D442933A,20210926,541800,Advertising and related services,541800,Advertising and related services,Jun 28 2022  5:50AM,285250,LEE,Operating,Public Company,United States,1890,Media
4121672,A91574F5-0A52-4AE1-831C-3A061A504121,20210926,541800,Advertising and related services,511110,Newspaper publishers,Jun 28 2022  5:50AM,285250,LEE,Operating,Public Company,United States,1890,Media
4121685,8ACBF478-4D33-429B-8992-4D34861718F5,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Mar 10 2022 12:08PM,527252,EVC,Operating,Public Company,United States,1996,Media
4121687,FA851368-E967-4726-B2A9-3A0D4360F843,20211231,515200,Cable and other subscription programming,516110,Internet publishing and broadcasting,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121687,1A84D03A-E8FE-4E4B-B02D-2062BA94BBDE,20211231,515200,Cable and other subscription programming,454000,Nonstore Retailers,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121687,EE321CA6-19FA-4949-9FAC-192A5F43228B,20211231,515200,Cable and other subscription programming,711200,Spectator sports,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121687,C38E3D0A-3FED-4535-ADCF-BD8D8783C3BE,20211231,515200,Cable and other subscription programming,533000,Lessors of nonfinancial intangible assets,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121687,1B6B8C91-15D7-47ED-B22F-3986CFC94961,20211231,515200,Cable and other subscription programming,515200,Cable and other subscription programming,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121687,1A9F5E34-0A5D-4EE2-95C6-8E2995155A4E,20211231,515200,Cable and other subscription programming,512100,Motion picture and video industries,Jul 18 2022  1:50PM,404476,WWE,Operating,Public Company,United States,1980,Entertainment
4121692,1C2E8C3E-C31B-4785-A4B6-D08BD942DE03,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Apr  4 2022  5:44AM,526950,SBGI,Operating,Public Company,United States,1986,Media
4121693,E1FBA796-760D-4A27-B74A-0EECFDB8AC23,20211231,711100,Performing arts companies,561500,Travel arrangement and reservation services,Mar 30 2022  7:28AM,384687,LYV,Operating,Public Company,United States,2005,Entertainment
4121693,76EC84DA-F5DD-434C-8538-B1991DA45B23,20211231,711100,Performing arts companies,541800,Advertising and related services,Mar 30 2022  7:28AM,384687,LYV,Operating,Public Company,United States,2005,Entertainment
4121693,0D2ED635-3FBA-472E-8325-C36CDBCF0F29,20211231,711100,Performing arts companies,711100,Performing arts companies,Mar 30 2022  7:28AM,384687,LYV,Operating,Public Company,United States,2005,Entertainment
4121694,A6FDDD57-C078-400E-863B-B48BC72717EA,20211231,515100,Radio and television broadcasting,516110,Internet publishing and broadcasting,Aug  2 2022  7:48AM,27244,CMLS,Operating,Public Company,United States,2002,Media
4121694,2692E015-AF7F-46F9-89A6-4A25225AB86F,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Aug  2 2022  7:48AM,27244,CMLS,Operating,Public Company,United States,2002,Media
4121705,78EF75FD-501D-4F38-9ED7-BD48972CC6FD,20211231,512100,Motion picture and video industries,532A00,General and consumer goods rental except video tapes and discs,Mar 22 2022  5:21AM,29780,IMAX,Operating,Public Company,Canada,1967,Entertainment
4121705,C602F579-F5EF-46F7-8F68-5F6DCA7110CC,20211231,512100,Motion picture and video industries,333315,Photographic and photocopying equipment manufacturing,Mar 22 2022  5:21AM,29780,IMAX,Operating,Public Company,Canada,1967,Entertainment
4121705,3DE9764A-6A15-4974-B1BB-F4F77558FEA0,20211231,512100,Motion picture and video industries,811300,Commercial and industrial machinery and equipment repair and maintenance,Mar 22 2022  5:21AM,29780,IMAX,Operating,Public Company,Canada,1967,Entertainment
4121705,1684E662-6B7E-495D-A602-4ABF5282AD41,20211231,512100,Motion picture and video industries,512100,Motion picture and video industries,Mar 22 2022  5:21AM,29780,IMAX,Operating,Public Company,Canada,1967,Entertainment
4121709,E582367C-A02B-464D-83AE-BC0E89333EC5,20211231,515100,Radio and television broadcasting,711A00,Promoters of performing arts and sports and agents for public figures,Apr 12 2022  7:36AM,321752,SGA,Operating,Public Company,United States,1986,Media
4121709,222BE5E4-5FDB-46B3-9E3F-55CDBA8A9D55,20211231,515100,Radio and television broadcasting,541800,Advertising and related services,Apr 12 2022  7:36AM,321752,SGA,Operating,Public Company,United States,1986,Media
4121709,1903A8C5-E697-4603-9848-D39356040CF5,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Apr 12 2022  7:36AM,321752,SGA,Operating,Public Company,United States,1986,Media
4121714,9B93D022-2986-43AF-B404-4153E32F09BB,20211231,515100,Radio and television broadcasting,515100,Radio and television broadcasting,Aug  2 2022 11:07AM,518638,NXST,Operating,Public Company,United States,1996,Media
4121714,46B0A3A7-3239-4980-ABFA-0264FA639F80,20211231,515100,Radio and television broadcasting,531000,Real estate,Aug  2 2022 11:07AM,518638,NXST,Operating,Public Company,United States,1996,Media
4121868,CAE17AAE-903C-4989-8BAD-E8E1B98EBD90,20210930,541511,Custom computer programming services,541511,Custom computer programming services,Jul 15 2022 10:07AM,265499,DJCO,Operating,Public Company,United States,1987,Media
4121868,4EF213ED-73AA-4A98-8C50-059AAA13DB39,20210930,541511,Custom computer programming services,511110,Newspaper publishers,Jul 15 2022 10:07AM,265499,DJCO,Operating,Public Company,United States,1987,Media
4122576,311DCF64-0989-4CBB-8CC9-9FC4E677782F,20210630,518100,Internet service providers and web search portals,339940,Office supplies (except paper) manufacturing,Mar 30 2022  9:42AM,21009761,CMPR,Operating,Public Company,Ireland,1994,Commercial Services and Supplies
4122576,E46FE006-F82E-4845-890B-37CF0D0B612D,20210630,518100,Internet service providers and web search portals,323110,Printing,Mar 30 2022  9:42AM,21009761,CMPR,Operating,Public Company,Ireland,1994,Commercial Services and Supplies
4122576,41543399-B8D5-457A-98F1-0B562310EA07,20210630,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Mar 30 2022  9:42AM,21009761,CMPR,Operating,Public Company,Ireland,1994,Commercial Services and Supplies
4122576,66CAE8D6-26FA-4DAC-91AA-71EC5D14F929,20210630,518100,Internet service providers and web search portals,541512,Computer systems design services,Mar 30 2022  9:42AM,21009761,CMPR,Operating,Public Company,Ireland,1994,Commercial Services and Supplies
4122589,4BE740D7-24F6-45A3-9A25-480E56B43A82,20211231,561500,Travel arrangement and reservation services,561500,Travel arrangement and reservation services,Aug 16 2022 10:17AM,33254,BKNG,Operating,Public Company,United States,1997,"Hotels, Restaurants and Leisure"
4122941,07E33D00-85B4-4CAC-BF27-BC99A84B63BB,20211231,541200,"Accounting, tax preparation, bookkeeping, and payroll services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",Mar 21 2022  6:51AM,92578,BCOR,Operating,Public Company,United States,1996,Capital Markets
4128969,B71EB517-F942-4CB6-80E5-901EA98AB56E,20211231,323110,Printing,323110,Printing,Mar 23 2022 12:09PM,126362,QUAD,Operating,Public Company,United States,1971,Commercial Services and Supplies
4128969,2A73AF1D-3AE4-4EA4-BEE3-D9531D1C1E10,20211231,323110,Printing,541610,"Management, scientific, and technical consulting services",Mar 23 2022 12:09PM,126362,QUAD,Operating,Public Company,United States,1971,Commercial Services and Supplies
4133239,762B2616-D145-4563-A979-0CDD95D6FDED,20210930,334413,Semiconductor and related device manufacturing,334413,Semiconductor and related device manufacturing,Mar 10 2022 12:08PM,28015,EMKR,Operating,Public Company,United States,1984,Communications Equipment
4133514,F44E4AC9-BA30-437F-BFEC-C81B7A046312,20210102,311910,Snack food manufacturing,311910,Snack food manufacturing,Aug  1 2022  6:54AM,283356,K,Operating,Public Company,United States,1906,Food Products
4133514,82E0A8C0-E82F-4BA7-BD3E-D8D478EAB0EC,20210102,311910,Snack food manufacturing,311230,Breakfast cereal manufacturing,Aug  1 2022  6:54AM,283356,K,Operating,Public Company,United States,1906,Food Products
4133514,E624EF90-1517-4508-A6E8-1AEB8E50F339,20210102,311910,Snack food manufacturing,311410,Frozen food manufacturing,Aug  1 2022  6:54AM,283356,K,Operating,Public Company,United States,1906,Food Products
4133514,65E44067-885A-4925-9F46-1A1A584E7B6B,20210102,311910,Snack food manufacturing,311820,"Cookie, cracker, and pasta manufacturing",Aug  1 2022  6:54AM,283356,K,Operating,Public Company,United States,1906,Food Products
4133826,A9861E5E-9F90-4FD2-8C66-27D0F70C54D6,20210930,454000,Nonstore Retailers,454000,Nonstore Retailers,Mar 21 2022  1:34PM,137610,LQDT,Operating,Public Company,United States,1999,Internet and Direct Marketing Retail
4135450,3409D196-BCE8-4B55-8BA5-141EC03A9FF2,20210930,541512,Computer systems design services,541512,Computer systems design services,Mar 10 2022 12:08PM,90323,FFIV,Operating,Public Company,United States,1996,Communications Equipment
4135930,DC6C7F9D-D4AE-4E7D-ABE2-97A737F608E0,20211231,522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,Mar 10 2022 12:08PM,909408,WU,Operating,Public Company,United States,1851,IT Services
4137151,878B71BE-7C01-4E0D-A748-14D4B381C81B,20211230,541800,Advertising and related services,541800,Advertising and related services,Apr 12 2022  7:24AM,7958431,NCMI,Operating,Public Company,United States,2006,Media
4141667,4166D89D-F287-44DB-BE9F-165B69D71550,20211231,517000,Telecommunications,423600,Electrical and Electronic Goods Wholesalers,Mar 21 2022 11:09AM,1611542,GSAT,Operating,Public Company,United States,1993,Diversified Telecommunication Services
4141667,0921EFFC-1CD5-4EAD-8FD9-FC686F95D44B,20211231,517000,Telecommunications,517000,Telecommunications,Mar 21 2022 11:09AM,1611542,GSAT,Operating,Public Company,United States,1993,Diversified Telecommunication Services
4142239,D2E41801-41C2-4245-95DD-3885027B2B85,20211231,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,33103467,CARE,Operating,Public Company,United States,1974,Banks
4142760,DADF2DCA-4191-4207-909E-4EB13F995FCD,20210831,541610,"Management, scientific, and technical consulting services",541610,"Management, scientific, and technical consulting services",Aug 24 2022  6:10AM,972190,ACN,Operating,Public Company,Ireland,1951,IT Services
4142760,D54900DA-2E30-4626-BC7C-D5BC67BA5BB8,20210831,541610,"Management, scientific, and technical consulting services",54151A,"Other computer related services, including facilities management",Aug 24 2022  6:10AM,972190,ACN,Operating,Public Company,Ireland,1951,IT Services
4142896,1C72C5C9-5814-4883-940D-0DF4373AB605,20211231,524100,Insurance carriers,524100,Insurance carriers,Apr  1 2022  7:26AM,30484431,EIG,Operating,Public Company,United States,2000,Insurance
4143597,6A1D6569-518F-4F20-9FBE-9013EC40D7ED,20211230,531000,Real estate,531000,Real estate,Sep 29 2022  5:01AM,877370,CAL,Operating,Public Investment Firm,United Kingdom,1979,Equity Real Estate Investment Trusts (REITs)
4143597,B0B15BE1-6C40-44D6-AF60-09EE591766B1,20211230,531000,Real estate,713B00,Other amusement and recreation industries,Sep 29 2022  5:01AM,877370,CAL,Operating,Public Investment Firm,United Kingdom,1979,Equity Real Estate Investment Trusts (REITs)
4144672,F953509A-706F-4B8A-81DE-77A97EC2F519,20210331,327310,Cement manufacturing,327310,Cement manufacturing,Jun 29 2022 11:44AM,338134,EXP,Operating,Public Company,United States,1963,Construction Materials
4144672,A56A5B2F-92B6-4C5D-8878-DEB3C11BCCE7,20210331,327310,Cement manufacturing,3274A0,Lime and gypsum product manufacturing,Jun 29 2022 11:44AM,338134,EXP,Operating,Public Company,United States,1963,Construction Materials
4144672,8B72C51C-08DB-4445-8878-C9630C2B5A85,20210331,327310,Cement manufacturing,322130,Paperboard Mills,Jun 29 2022 11:44AM,338134,EXP,Operating,Public Company,United States,1963,Construction Materials
4144672,3760978B-3F9C-43F0-9610-47956A9700DA,20210331,327310,Cement manufacturing,327320,Ready-mix concrete manufacturing,Jun 29 2022 11:44AM,338134,EXP,Operating,Public Company,United States,1963,Construction Materials
4144770,09C38DA6-E320-45D6-8078-041217FCF39F,20211231,523000,"Securities, commodity contracts, investments, and related activities",523000,"Securities, commodity contracts, investments, and related activities",Aug  3 2022  7:44AM,2972520,ABG,Operating,Public Company,Norway,1984,Capital Markets
4145781,CC2EFAA1-4371-44D1-B953-455FFC7A2A8C,20211231,311930,Flavoring syrup and concentrate manufacturing,311930,Flavoring syrup and concentrate manufacturing,Jun 29 2022  9:58AM,311239,SXT,Operating,Public Company,United States,1882,Chemicals
4145781,4B22467D-066E-4DBA-B205-56BF7C4667F7,20211231,311930,Flavoring syrup and concentrate manufacturing,325190,Other basic organic chemical manufacturing,Jun 29 2022  9:58AM,311239,SXT,Operating,Public Company,United States,1882,Chemicals
4146470,A3813081-AF30-46AF-90A9-ED474AAF1279,20210331,541511,Custom computer programming services,511200,Software publishers,Jul 14 2022  2:34PM,297147,AGYS,Operating,Public Company,United States,1932,Software
4146470,48119375-71C2-4266-B669-0E437575921E,20210331,541511,Custom computer programming services,541511,Custom computer programming services,Jul 14 2022  2:34PM,297147,AGYS,Operating,Public Company,United States,1932,Software
4149049,BD90565E-9512-4585-8C7F-5A7E87E0CB1C,20211231,515200,Cable and other subscription programming,515200,Cable and other subscription programming,Jul 15 2022  9:09AM,679630,AMCX,Operating,Public Company,United States,1980,Media
4149049,BC7CA079-86B5-4070-A5AE-0D9FA0D93DC0,20211231,515200,Cable and other subscription programming,516110,Internet publishing and broadcasting,Jul 15 2022  9:09AM,679630,AMCX,Operating,Public Company,United States,1980,Media
4149049,BD90565E-9512-4585-8C7F-5A7E87E0CB1C,20211231,515200,Cable and other subscription programming,515200,Cable and other subscription programming,Jul 15 2022  9:09AM,679630,AMCX,Operating,Public Company,United States,1980,Media
4149049,BC7CA079-86B5-4070-A5AE-0D9FA0D93DC0,20211231,515200,Cable and other subscription programming,516110,Internet publishing and broadcasting,Jul 15 2022  9:09AM,679630,AMCX,Operating,Public Company,United States,1980,Media
4149188,3E153E12-BF6F-493B-8871-2448229E833D,20210930,52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,Mar 10 2022 12:08PM,30558922,ESSA,Operating,Public Company,United States,1916,Thrifts and Mortgage Finance
4149366,2A8A0AE3-9CBA-452D-82D2-994A3D381C1C,20211130,423600,Electrical and Electronic Goods Wholesalers,423600,Electrical and Electronic Goods Wholesalers,Jun 30 2022  8:10AM,419781,SNX,Operating,Public Company,United States,1980,"Electronic Equipment, Instruments and Components"
4150067,EB0AD275-27C8-4A78-B6D1-16F565C8B232,20211231,713A00,"Amusement parks, arcades, and gambling industries",713A00,"Amusement parks, arcades, and gambling industries",Aug  1 2022  1:51PM,260619,CHDN,Operating,Public Company,United States,1875,"Hotels, Restaurants and Leisure"
4150169,1CC5B24E-A70D-4543-BDC8-5D93CF530462,20211231,331110,Iron and steel mills and ferroalloy manufacturing,331110,Iron and steel mills and ferroalloy manufacturing,Aug  9 2022  1:34PM,84928962,RYI,Operating,Public Company,United States,1842,Metals and Mining
4150271,0210FB69-B7D0-449F-9441-1952063BF375,20211231,541512,Computer systems design services,541512,Computer systems design services,Jul  8 2022 12:42PM,336930,NSIT,Operating,Public Company,United States,1988,"Electronic Equipment, Instruments and Components"
4150603,C8B2EE02-DBD2-482A-AB9C-270790EF392A,20210630,334419,Other electronic component manufacturing,333415,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",Jul 15 2022  8:43AM,304857,SXI,Operating,Public Company,United States,1955,Machinery
4150603,06F06812-9BAF-4780-A3F3-07F2A9394BAD,20210630,334419,Other electronic component manufacturing,333511,Industrial mold manufacturing,Jul 15 2022  8:43AM,304857,SXI,Operating,Public Company,United States,1955,Machinery
4150603,CE67734E-1445-4A84-A3C6-132C7E7BB554,20210630,334419,Other electronic component manufacturing,334510,Electromedical and electrotherapeutic apparatus manufacturing,Jul 15 2022  8:43AM,304857,SXI,Operating,Public Company,United States,1955,Machinery
4150603,22708693-FCD5-49EF-9ECC-BB598698FC8A,20210630,334419,Other electronic component manufacturing,336413,Other aircraft parts and auxiliary equipment manufacturing,Jul 15 2022  8:43AM,304857,SXI,Operating,Public Company,United States,1955,Machinery
4150603,C932246A-97DA-48C4-808A-0EBCF72332F4,20210630,334419,Other electronic component manufacturing,334419,Other electronic component manufacturing,Jul 15 2022  8:43AM,304857,SXI,Operating,Public Company,United States,1955,Machinery
4150752,ABF1784E-22AA-4E5F-92F4-F9EB8DB5F78B,20211231,524100,Insurance carriers,524100,Insurance carriers,Aug 31 2022  8:03AM,31160334,GLRE,Operating,Public Company,Cayman Islands,2004,Insurance
4151435,991B3640-0574-490B-97CA-30478D17E3B3,20210228,323110,Printing,323110,Printing,Mar 16 2022  8:49AM,269621,EBF,Operating,Public Company,United States,1909,Commercial Services and Supplies
4151710,B7CA5263-875F-44FA-A04C-FD26D09251A9,20211231,518100,Internet service providers and web search portals,518100,Internet service providers and web search portals,Aug  8 2022  7:39AM,27845,DHX,Operating,Public Company,United States,1991,Interactive Media and Services
4151843,1578FAA1-1C33-41A8-8A8C-1CE1FE3741F3,20210228,334220,Broadcast and wireless communications equipment,334220,Broadcast and wireless communications equipment,Jun 29 2022 10:38AM,257424,CAMP,Operating,Public Company,United States,1981,Communications Equipment
4151843,E0C52B93-0778-4716-9FCB-8F0DC276DA80,20210228,334220,Broadcast and wireless communications equipment,511200,Software publishers,Jun 29 2022 10:38AM,257424,CAMP,Operating,Public Company,United States,1981,Communications Equipment
4152000,83FD7BE2-4430-4E61-983D-7352E7E9816A,20211231,334220,Broadcast and wireless communications equipment,334220,Broadcast and wireless communications equipment,Mar 10 2022 12:08PM,404604,PCTI,Operating,Public Company,United States,1994,Communications Equipment
